year,city_name,city_population,rev_total_city,taxes_city,education_services_city,social_services_city,public_welfare_city,police_city,fire_city,correction_city,inspection_city,envir_housing_city,parks_recreation_city,housing_commdevt_city
1980,MD: Frederick,27805,1084.09,462.5,1.07,0.86,0.86,178.13,82.06,0,5.03,233.34,78.85,27.5
1981,MD: Frederick,28086,1070.72,444.44,0.96,0,0,174.65,76.91,0,5.09,235.33,97.45,25.25
1982,MD: Frederick,29444,1105.02,427.46,0,0,0,215.5,84.72,0,5.09,253.46,100.76,27.09
1983,MD: Frederick,30229,1252.95,441.99,0,0,0,180.33,80.6,0,5.37,252.38,69.69,57.15
1984,MD: Frederick,30918,1248.35,461.87,0,0,0,170.77,86.3,0,5.04,214.49,80.2,34.03
1985,MD: Frederick,31982,1331.21,442.91,0,0,0,172.95,69.31,0,5.13,238.12,100.15,40.39
1986,MD: Frederick,33039,1760.89,476.96,0,0,0,181.55,77.71,0,12.79,957.04,154.95,47.45
1987,MD: Frederick,34299,1872.45,486.92,0,0,0,169.73,74.42,0,6.98,779.83,199.42,54.29
1988,MD: Frederick,36197,1300.84,482.9,0,0,0,174.93,89.18,0,4.98,252.38,77.34,57.7
1989,MD: Frederick,37656,1396.75,528.37,0,0,0,187.46,98.64,0,5.41,296.13,105.73,67.51
1990,MD: Frederick,39129,1515.73,519.37,0,0.48,0.48,200.49,7.48,0,17.93,484.09,271.71,63.27
1991,MD: Frederick,40875,1506.07,537.95,0,0,0,212.88,7.79,0,20.96,682.55,299.36,60.98
1992,MD: Frederick,42160,1344.4,585.47,0,0,0,212.75,6.84,0,19.23,315.86,102.56,73.35
1993,MD: Frederick,43638,1285.06,597.75,0,0,0,230.71,7,0,19.2,349.35,98.23,91.39
1994,MD: Frederick,45286,1317.97,580.2,0,0,0,224.29,6.1,0,20.49,340.14,102.59,82.29
1995,MD: Frederick,46486,1349.49,584.94,0,0,0,243.24,6.37,0,26.26,399.38,152.1,67.23
1996,MD: Frederick,47663,1286.45,579.21,0,0,0,235.6,6.46,0,28.32,415.95,180.87,81.03
1997,MD: Frederick,48529,1355.15,593.19,0,0,0,243.58,6.42,0,25.37,400.21,147.47,79.4
1998,MD: Frederick,49503,1318.53,587.03,0,0,0,282.03,5.19,0,30.01,356.24,131.96,57.14
1999,MD: Frederick,50391,1269.78,592.8,0,0,0,280.42,3.94,0,31.8,322.58,127.54,37.55
2000,MD: Frederick,51663,1429.88,602.11,0,0,0,297.6,2.95,0,35.38,286.27,124.98,12.07
2001,MD: Frederick,53102,1384.05,591.99,0,0,0,303.85,2.85,0,36.1,303.46,147.33,12
2002,MD: Frederick,54858,1348.82,585.47,0,0,0,310.82,2.78,0,36.91,320.28,168.12,12
2003,MD: Frederick,56948,1341.13,590.12,0,0,0,333.78,3.71,0,32.77,367.75,207.77,12.2
2004,MD: Frederick,58423,1340.55,597.05,0,0,0,355.88,4.55,0,29.23,411.92,244.21,12.44
2005,MD: Frederick,59725,1322.47,639.37,0,0,0,354.66,5.27,0,7.42,345.98,139.87,24.5
2006,MD: Frederick,60906,1354.94,697.43,0,0,0,366.74,5.25,0,27.65,302.64,97.3,24.95
2007,MD: Frederick,61961,1463.72,735.49,0,0,0,382.19,6.11,0,33.29,367.9,166.24,16.12
2008,MD: Frederick,63070,1457.38,731.8,0,0,0,404.42,5.78,0,33.25,331.4,146.97,5.4
2009,MD: Frederick,63779,1552.11,869.29,0,0,0,450.1,5.07,0,33.05,778.73,559.8,8.53
2010,MD: Frederick,64420,1501.97,811.62,0,0,0,423.23,5.9,0,32.26,366.32,151.5,11.26
2011,MD: Frederick,65454,1604.19,813.58,0,0,0,415.03,5.64,0,27.69,318.85,132.94,8.66
2012,MD: Frederick,65951,1543.85,752.33,0,0,0,413.64,5.33,0,26.03,322.11,132.52,7.9
2013,MD: Frederick,66404,1662.55,826.24,0,0,0,429.45,5.24,0,30.23,311.48,136.54,4.94
2014,MD: Frederick,66833,1696.51,799.43,0,0,0,426.51,5.31,0,30.8,331.77,149.67,5.67
2015,MD: Frederick,68288,1843.19,938.13,0,0,0,420.29,4.33,0,31.39,343.55,164.09,8.94
2016,MD: Frederick,69409,1849.42,946.67,0,0,0,432.08,4.22,0,31.24,419.49,250.85,5.8
2017,MD: Frederick,69952,2285.82,958.9,0,0,0,430.72,3.86,0,29.53,286.7,113.42,5.9
1977,ME: Lewiston,41478,1885.23,754.6,714.13,53.54,46.91,117.12,114,0,7.8,157.59,33.06,9.26
1978,ME: Lewiston,41448,1856.17,895.34,697.33,30.75,24.22,141.86,118.1,0,8.62,256.69,36.1,0
1979,ME: Lewiston,41198,1903.2,881.57,663.49,26.55,20.24,133.75,129.9,0,6.64,318.14,43.68,168.25
1980,ME: Lewiston,41066,1722.01,781.25,646.08,27.02,22.38,127.13,128.51,0,5.65,284.1,37.45,148.21
1981,ME: Lewiston,40481,1716.7,835.8,626.1,27.25,23.18,106.52,122.64,0,8.06,293.03,34.51,180.12
1982,ME: Lewiston,40197,1689.11,811.44,630.84,27.93,23.89,103,109.19,0,8.72,109.83,26.48,0
1983,ME: Lewiston,39643,1643.08,835.97,666.55,36.81,32.65,103.36,129.56,0,8.88,275.33,28.25,0
1984,ME: Lewiston,39516,1805.99,919.89,709.62,42.39,38.27,104.72,122.87,0,8.12,205.55,29.19,81.37
1985,ME: Lewiston,39527,1853.77,932.91,751.42,45.07,40.75,110.71,139.07,0,9.68,204.6,28.24,38.15
1986,ME: Lewiston,39274,2117.48,997.07,812.68,48.75,44.76,133.54,148.12,0,6.32,218.44,34.11,53.47
1987,ME: Lewiston,39019,2204.97,1029.57,955.03,46.67,41.47,198.25,137.03,0,6.64,276.44,30.41,49.05
1988,ME: Lewiston,39182,2194.97,1024.9,950.71,46.48,41.3,194.5,136.38,0,6.61,270.65,30.3,47.86
1989,ME: Lewiston,39724,2427.18,1161.56,1035.01,34.54,24.88,131.52,150.48,0,7.76,210.55,31.4,31.4
1990,ME: Lewiston,40077,2444.76,1190.07,1062.64,47.03,37.86,140.95,149.37,0,8.1,242.03,33.83,20.92
1991,ME: Lewiston,39818,2672.85,1303.38,1248.78,61.51,52.2,146.04,156.84,0,9.94,297.31,37.29,11.66
1992,ME: Lewiston,39116,2816.21,1267.72,1163.74,56.64,48.06,136.85,145.96,0,9.16,323.2,35.6,16.48
1993,ME: Lewiston,38558,2715.33,1376.89,1169.94,45.93,32.56,149.58,152.75,0,9.59,360.84,46.11,119.53
1994,ME: Lewiston,38265,2764.67,1445.81,1199.61,34.45,22.3,154.53,148.35,0,9.42,396.54,78.11,124.4
1995,ME: Lewiston,37739,2817.59,1409.24,1189.2,24.34,20.24,157.09,149.42,0,7.46,553.32,106.29,143.03
1996,ME: Lewiston,37174,3097.68,1558.91,1284.52,29.21,29.21,153.44,151.84,0,8.83,423.45,52.62,151.8
1997,ME: Lewiston,36619,2891.01,1587.49,1235.49,27.07,27.07,146.68,153.64,0,9.01,495.42,66.81,115.98
1998,ME: Lewiston,36128,2958.83,1602.69,1261.99,35.96,25.97,150.8,157.96,0,9.24,347.43,59.86,102.6
1999,ME: Lewiston,36202,3099.21,1570.6,1220.43,22.03,13.09,141.39,154.72,0,8.13,373.94,65.03,122.01
2000,ME: Lewiston,36001,3003.42,1587.27,1249.17,12.18,12.18,145.74,152.42,0,8.38,484.08,54.37,256.81
2001,ME: Lewiston,35725,2989.95,1581.47,1385.43,12.4,12.4,149.39,155.01,0,9.18,651.8,74.27,314.4
2002,ME: Lewiston,35848,3209.83,1626.35,1368.2,17.83,17.83,159.83,153.63,0,9.81,513.23,55.15,262.75
2003,ME: Lewiston,36067,3291.97,1630.1,1359.21,16.81,16.81,163.48,166.69,0,9.9,487.41,61.2,219.36
2004,ME: Lewiston,36380,3445.39,1603.4,1556.89,19.9,19.9,165.47,162.76,0,8.17,432.23,85.32,113.6
2005,ME: Lewiston,36536,3332.75,1561.89,1499.44,17.45,17.45,186.26,159.09,0,8.79,364.1,49.16,76.06
2006,ME: Lewiston,36573,3343.86,1492.61,1544.1,22.91,22.91,164.76,162.83,0,8.88,309.35,40.43,64.99
2007,ME: Lewiston,36747,3391.44,1372.43,1545.51,18.31,18.31,160.5,157.86,0,8.94,328.41,67.21,26.16
2008,ME: Lewiston,36609,3427.1,1478.99,1601.42,20.25,20.25,163.95,154.68,0,9.24,462.03,74.33,16.67
2009,ME: Lewiston,36828,3874.59,1564.91,1675.27,26.99,24.6,174.57,178.02,0,8.5,275.9,39.8,34.41
2010,ME: Lewiston,36653,3535.23,1579.21,1702.44,33.49,33.06,181.32,186.31,0,9.51,358.58,22.88,46.28
2011,ME: Lewiston,36583,3370.04,1462.12,1710.01,32.35,31.75,185.19,168.15,0,11.14,308.21,21.3,32.26
2012,ME: Lewiston,36473,3698.94,1445.4,1655.49,30.53,29.74,193.4,167.2,0,11.33,290.55,20.72,49.5
2013,ME: Lewiston,36434,3792.4,1448.82,1658.05,28.71,26.31,192.8,171.95,0,11.35,279.01,22.76,34.19
2014,ME: Lewiston,36274,3647.96,1487.1,1734.29,28.49,26.06,184.71,182.94,0,11.99,413.26,38.82,17.3
2015,ME: Lewiston,36276,3728.84,1512.42,1795.63,27.05,26.74,182.97,180.72,0,12.14,181.94,0.23,9.24
2016,ME: Lewiston,36132,4056.24,1618.84,1855.01,29.76,26.43,181.41,175.56,0,12.47,386.62,35.84,29.09
2017,ME: Lewiston,36084,4194.41,1674.62,2009.53,29.9,29.9,179.86,198.84,0,14.3,432.88,22.45,69.67
1977,ME: Portland,64424,2770.15,1348.25,1091.46,196.89,41.06,166.63,174.79,0,9.04,469.63,136.43,257.17
1978,ME: Portland,63884,2781.62,1499.18,1057.63,189.32,38.31,181.78,171.07,0,8.06,478.74,122.52,227.45
1979,ME: Portland,63236,2665.77,1376.88,1047.29,174.59,30.49,179.4,153.77,0,11.21,424.09,121.2,219.23
1980,ME: Portland,62426,2655.96,1234.92,960.1,159.68,27.21,165.07,143.72,0,7.29,400.52,95.59,198.9
1981,ME: Portland,61572,2452.91,1231.19,971.78,189.2,29.34,161.56,144.57,0,5.52,313.05,90.13,118.6
1982,ME: Portland,61801,2648.28,1301.43,902.26,163.09,23.59,156.23,147.47,0,3.37,256.43,56.8,0
1983,ME: Portland,61753,2789.91,1474.12,922.24,180.61,39.41,159.17,149.61,0,4.26,413.36,60.06,180.89
1984,ME: Portland,62069,2878.74,1554.16,1022.94,218.97,75.45,158.54,174.16,0,6.31,236.95,69.44,93.16
1985,ME: Portland,62487,3205.41,1654.55,1016.48,247.47,83.92,160.19,161.9,0,11.99,282.43,158.19,13.85
1986,ME: Portland,62633,3328.09,1758.87,1153.01,279.84,89.81,160.15,168.86,0,11.36,216.75,90.7,3.32
1987,ME: Portland,62589,3219.68,1811.52,1180.11,250.7,71.26,163.65,178.58,0,11.69,177.34,67.4,7
1988,ME: Portland,62936,3469.52,1846.63,1289.68,311.88,113.62,173.07,173.6,0,9.12,243.79,57.94,69.2
1989,ME: Portland,63477,3473.66,2058.27,1591.99,325.21,112.86,162.53,167.26,0,9.06,186.57,57.3,69.66
1990,ME: Portland,63401,3573.46,2050.94,1362.54,331.78,112.55,162.1,166.83,0,9.05,212.21,57.98,54.64
1991,ME: Portland,63304,3777.13,2169.89,1669.56,433.81,202.7,162.13,205.23,0,9.13,274.72,75.79,61.55
1992,ME: Portland,63691,3558.94,2060.73,1623.7,400.14,182.17,147.03,185.13,0,8.2,272.77,73.3,55.3
1993,ME: Portland,63094,4163.86,2265.05,1426.8,381.29,363.95,151.82,194.17,0,7.07,354.09,85.47,59.85
1994,ME: Portland,63030,4165.68,2246.24,1408.81,326.23,308.33,160.44,205.73,0,7.22,238.93,81.35,64.55
1995,ME: Portland,63255,4104.69,2164.92,1481.67,388.76,370.68,181.22,217.86,0,7.93,243.19,92.33,51.41
1996,ME: Portland,63242,4129.09,2149.04,1465.88,464.79,446.33,189.42,215.93,0,7.41,200.86,90.34,6.5
1997,ME: Portland,63558,4122.27,2134.1,1436.59,429.3,413.39,193.46,218.49,0,5.89,220.01,113.1,7.5
1998,ME: Portland,63662,4293.78,2130.16,1584.27,377.38,335.43,202.27,225.26,0,6.4,233.43,117.92,0.92
1999,ME: Portland,63883,4428.27,2144.03,1737.46,375.99,332.25,264.95,176.63,0,7.53,268.66,120.59,30.03
2000,ME: Portland,64163,4457.07,2160.21,1620.35,407.12,374.82,273.43,182.27,0,0,311.5,141.45,35.96
2001,ME: Portland,64320,4603.07,2204.43,1674.02,423.55,389.94,284.45,189.62,0,0,322.59,147.04,37.42
2002,ME: Portland,64710,4573.03,2299.23,1647.84,432.68,387.14,106.04,111.34,0,6.06,347,142.74,0.15
2003,ME: Portland,65033,4688.41,2423.96,1654.6,465.16,415.84,101.69,108.3,0,5.69,310.81,127.86,2.58
2004,ME: Portland,65444,4910.8,2473.87,1617.38,444.84,358.09,238.47,262.34,0,15.15,441.94,133.5,0
2005,ME: Portland,65702,5010.12,2389.8,1625.21,523.95,430.02,226.29,245.15,0,15.21,402.97,106.4,42.01
2006,ME: Portland,65834,5029.86,2375.29,1645.94,521.93,432.59,224.16,242.83,0,14.52,330.46,119.18,44.42
2007,ME: Portland,65818,4713.13,2301.02,1636.07,540.2,395.64,244.14,271.54,0,10.35,443.58,144.56,54.03
2008,ME: Portland,66030,5290.31,2340,1626.07,514.98,376.96,257.75,210.73,0,11.12,367.25,114,0
2009,ME: Portland,66289,4857.12,2474.91,1738.59,397.58,288.05,309.97,209.61,0,8.12,634.97,84.92,41.18
2010,ME: Portland,66402,5438.35,2438.8,1895.11,550.61,425.51,233.55,253.19,0,0,728.67,112.1,78.91
2011,ME: Portland,66090,5430.35,2381.63,1965.45,489.51,411.81,241.36,221.98,0,0,668.49,108.3,63.3
2012,ME: Portland,66177,5093.8,2327.68,1752.85,481.52,411.71,220.42,225.88,0,0,593.32,107.99,53.67
2013,ME: Portland,66215,4924.49,2337.59,1746.97,476.26,407.22,218.02,223.41,0,0,584.94,105.39,53.09
2014,ME: Portland,66388,4854.65,2401.91,1758.45,623.42,563.64,257.47,258.35,0,4.4,593.91,145.98,50.28
2015,ME: Portland,66835,4947.47,2540.59,1618.27,648.52,589.22,230.03,252.78,0,4.27,530.07,128.46,2.24
2016,ME: Portland,66829,4397.89,2511.55,1637.88,589.97,505.57,233.38,252.82,0,0,532.99,125.7,49.13
2017,ME: Portland,66898,4396.1,2502.5,1699.77,640.75,547.65,257.41,278.84,0,0,576.65,138.64,54.19
1977,MI: Detroit,1318573,3204.45,1010.58,31.52,268.39,1.99,368.46,130.24,16.88,21.85,581.82,140.03,130.28
1978,MI: Detroit,1281948,3194.15,986.76,35,257.23,1.92,511.64,159.7,18.4,24.35,764.74,197.06,148.88
1979,MI: Detroit,1251935,3218.35,932.58,36.95,292.5,0.56,489.45,133.71,16.35,38.6,814.57,237.17,191.25
1980,MI: Detroit,1223569,3192.28,877.47,36.3,254.74,0.56,451.23,126.44,15.41,33.77,912.67,246.9,206.63
1981,MI: Detroit,1203368,3307.1,808.45,29.78,138.1,0.31,400.19,129.15,15.1,32.63,1050.13,164.43,405.92
1982,MI: Detroit,1165026,3597.78,996.87,29.67,143.27,0.1,392.75,131.51,15.44,30.83,905.39,154.95,337.61
1983,MI: Detroit,1136955,3408.95,980.82,27.83,141.15,0,412.52,132.34,15.98,22.87,1187.21,162.92,266.67
1984,MI: Detroit,1114521,3071.02,997.57,28.16,146.27,0,397.53,126.63,17.77,24.33,801.47,170.86,216.07
1985,MI: Detroit,1099398,3344.52,1004.15,30.59,142.01,0,387.72,125.98,14.47,25.61,747.06,165.84,218.18
1986,MI: Detroit,1089373,3632.05,1057.57,38.49,153.18,0,440.21,128.81,0.23,26.42,754.35,186.57,203.38
1987,MI: Detroit,1081206,3585.86,999.3,36.41,147.01,0,486.75,131.48,0,24.64,923.56,281.22,260.89
1988,MI: Detroit,1071961,3453.43,986.72,39.95,149.87,0,515.38,132.54,0,25.62,1292.35,334.56,548.81
1989,MI: Detroit,1053830,3471.77,1027.63,39.06,156.88,0,526.97,132.5,0,29.74,1071.55,305.21,351.7
1990,MI: Detroit,1041375,3590.67,939.19,36.57,163.14,0,516.95,140.04,0,30.47,631.84,221.43,74.64
1991,MI: Detroit,1028449,3398.22,923.33,36.18,171.34,0,528.7,146.64,0,31.36,611.71,188.68,67.53
1992,MI: Detroit,1020097,3424.23,942.92,38.32,166.99,0,495.93,158.67,0,31.45,672.4,160.18,88.04
1993,MI: Detroit,1014090,3368.8,924.54,37.29,157.28,0,473.65,150.79,0,26.17,565.78,136.2,95.45
1994,MI: Detroit,1009030,3450.46,963.44,38.7,166.62,0,470.16,146.18,0,25.83,586.61,146.49,109.62
1995,MI: Detroit,1004577,3462.78,976.4,37.51,150.99,0,451.02,139.89,0,26.59,652.39,153.41,123.67
1996,MI: Detroit,998941,4434.64,988.72,37.48,153.3,0,449.43,149.71,0,28.68,665.28,161,127.06
1997,MI: Detroit,989566,4581.62,981.12,39.81,155.71,0,462.97,149.95,0,31.83,718.3,157.55,148.79
1998,MI: Detroit,968904,5348.74,1050.11,38.55,160.92,0,471.62,157.31,0,35.01,715.58,178.66,170.66
1999,MI: Detroit,959880,7576.57,1252.89,2294.31,157.97,0,450.92,149.98,0,37.06,862.01,163.12,264.66
2000,MI: Detroit,956697,7167.81,1343.51,2355.45,171.25,0,456.24,156.13,0,35.17,1007.82,166.61,211.9
2001,MI: Detroit,946240,4940.86,1306.93,2404.84,157.25,0,524.41,171.38,0,41.88,960.74,166.46,176.26
2002,MI: Detroit,927136,6366.92,1339.59,2990.15,170.36,0,499.73,167.3,0,41.67,1000.55,184.2,152.63
2003,MI: Detroit,905996,6194.92,1326.94,3102.17,184.87,0,553.54,205.47,0,45.69,1147.11,171.43,195.12
2004,MI: Detroit,884411,6615.66,1334.87,3001.7,292.94,0,706.82,224.11,0,54.12,1186.33,184.82,165.54
2005,MI: Detroit,861186,7946.8,1530.3,2723.08,291.67,0,695.83,247.69,0,63.14,1070.26,185.3,63.27
2006,MI: Detroit,837407,4545.62,1258.66,112.7,119.49,23.07,648.94,279.33,0,36.98,883.96,114.69,142.5
2007,MI: Detroit,811922,5640.48,1265.66,200.75,145.82,48.99,517.12,210.41,0,42.62,957.97,102.07,116.83
2008,MI: Detroit,784998,3148.48,1231.47,206.18,144.35,33.61,513.55,210.93,0,41.93,876.96,75.14,128.88
2009,MI: Detroit,756383,-670.46,1201.04,151.07,156.41,37.98,550.56,219.02,0,44.58,1010.46,73.96,93.73
2010,MI: Detroit,731155,4282.13,1140.38,162.48,163.04,34.43,534.04,225.44,0,46.3,744.49,51.19,68.54
2011,MI: Detroit,711120,5825.82,1215.58,157.28,122.59,15.06,584.53,232.34,0,42.57,810.6,39.37,110.07
2012,MI: Detroit,705043,4073.01,1136.9,130.81,118.02,9.56,562.63,232.42,0,38.49,796.94,51.97,77.97
2013,MI: Detroit,700159,5352.38,1123.14,46.56,51.28,7.7,720.06,192.56,0,30.76,801.15,38.03,220.97
2014,MI: Detroit,691883,5149.68,1109.18,43.81,72.52,2.3,436.25,167.08,0,29.33,1193,43.63,201.47
2015,MI: Detroit,682669,4611.21,1116.75,30.15,49.44,0,414.87,169.49,0,25.47,949.47,193.26,220.28
2016,MI: Detroit,679305,3860.48,1113.66,48.2,34.51,0,403.06,173.06,0,26.61,942.43,298.44,173.15
2017,MI: Detroit,676883,4360.68,1104.72,41.76,43.98,0,401.41,153.01,0,28.76,1518.9,822.15,172.85
1977,MI: Flint,171794,3597.37,629.95,0,1242.02,0,305.05,185.84,0,23.62,570.42,100.87,135.03
1978,MI: Flint,168862,3156.85,641.38,0,1279.26,0,314.01,212.89,10.78,25.94,610.18,112.03,264.4
1979,MI: Flint,166460,3372.66,621.88,0,1423.89,0,346.86,216.26,12.19,28.78,342.13,103.08,95.84
1980,MI: Flint,163428,3923.49,521.71,0,1609.61,0,306.4,200.01,10.81,26.92,339.31,91.16,92.94
1981,MI: Flint,159611,4137.29,501.28,0,1415.32,0,259.84,177.68,9.6,19.18,272.9,71.77,56.73
1982,MI: Flint,155783,3346.1,522.49,0,1524.26,0,259.37,169.1,4.55,17.04,517.17,57.04,0.51
1983,MI: Flint,152625,3651.58,571.85,0,1555.4,17.5,222.81,239.87,5.29,14.92,348.2,68.68,0
1984,MI: Flint,149930,3409.92,621.45,0,1546.45,0,301.08,192.66,5.74,14.71,270.43,52.1,0
1985,MI: Flint,148004,3885.4,658.44,0,1683,0,302.44,187.64,6.13,18.09,252.32,54.03,0
1986,MI: Flint,147238,4688.47,766.03,0,1683.81,1.18,321.55,229.17,6.21,18.84,373.57,59.12,101.8
1987,MI: Flint,146722,4365.36,675.93,0,1859.25,1.37,333.08,217.92,6.29,21.02,410.97,61.68,100.28
1988,MI: Flint,145702,4542.53,669.35,0,1951.14,4.24,290.8,213.29,6.53,19.23,261.38,50.7,0
1989,MI: Flint,143501,4878.78,749.9,0,1693.77,4.93,292.63,209.34,4.41,22.92,273.44,52.42,0
1990,MI: Flint,142008,5078.42,677.22,0,2105.83,3.43,305.75,204.09,6.92,21.75,280.11,53.38,0
1991,MI: Flint,141421,4525.12,567.28,0,2214.1,3.39,314.52,209.11,5.03,21.67,332.93,59.7,0
1992,MI: Flint,139396,4064.37,600.53,0,2213.61,0,315.58,199.73,5.08,20.71,356.4,74.1,68.36
1993,MI: Flint,137826,5087.58,70.86,0,2162.5,0,47.36,204.91,0,22.41,430.1,0,59.16
1994,MI: Flint,136313,4559.89,632.44,0,2326.09,0,311.79,211.38,7.18,23.99,366.6,77.32,64.08
1995,MI: Flint,134921,5401.34,661.56,0,2478.44,0,316.89,214.83,7.3,24.38,375.38,78.93,65.12
1996,MI: Flint,133544,5004.69,634.97,0,2740.72,0,311.19,229.46,8.88,22.39,349.59,76.4,69.59
1997,MI: Flint,131856,5106.94,634.12,0,2888.33,0,322.26,224.45,8.85,14.41,360.15,93.36,75.83
1998,MI: Flint,129800,5593.77,672.32,0,3080.69,0,341.54,237.87,9.38,15.27,383.47,99.82,80.37
1999,MI: Flint,127710,5965.1,713.68,0,3134.13,0,365.59,254.62,10.05,16.35,457.97,107.76,86.03
2000,MI: Flint,125954,5493.33,581.5,0,3179.69,0,333.38,258.09,10.18,16.57,464.76,108.92,87.2
2001,MI: Flint,124496,4986.71,529.85,0,3213.4,0,340.02,193.69,0,22.16,440.41,79.57,80.13
2002,MI: Flint,123002,5053.97,531.11,0,3278.69,0,317.34,178.51,0,24.1,382.89,54.28,123.26
2003,MI: Flint,121445,5836.69,521.7,0,3554.09,0,269.57,138.32,0,17.51,493.93,74.95,184.07
2004,MI: Flint,119904,6518.48,503.93,0,3382.23,0,347.37,124.57,0,28.06,535.53,55.47,208.51
2005,MI: Flint,118124,6203.36,511.52,0,3723.67,0,275.3,141.39,0,30.64,460.93,54.37,175.61
2006,MI: Flint,116104,5903.12,498.76,0,3502.66,0,297.33,139.4,0,48.9,427.13,55.35,138.45
2007,MI: Flint,113739,6541.16,486.81,0,3633.35,0,325.5,153.66,1.94,40.99,608.11,75.03,153.59
2008,MI: Flint,110948,4850.71,457.95,0,3439.84,0,370.97,170.94,0,47.46,545.03,78.82,152.72
2009,MI: Flint,107687,3965.18,440.23,0,3742.89,0,307.55,164.31,0.42,45.97,559.79,61.74,158.09
2010,MI: Flint,104454,6102.26,378.97,0,3858.18,0,299.28,153.61,0,70.92,562.11,63.43,161.06
2011,MI: Flint,101997,6817.36,384.52,0,3980.97,0,270.82,154.92,0,56.38,598.81,60.91,218
2012,MI: Flint,101207,6175.02,340.05,0,4053.98,0,245.68,160.29,0,73.98,557.34,51.35,236.04
2013,MI: Flint,100185,6062.84,407.45,0,3859.09,0,269.58,160.2,0,53.09,583.83,80.86,222.36
2014,MI: Flint,99427,6028.13,397.85,0,3718.1,0,266.52,147.45,0,27.45,472.68,34.17,181.46
2015,MI: Flint,98565,6314.23,396.9,0,3974.87,0,227.69,144.85,0,16.52,470.27,14.44,180.68
2016,MI: Flint,97761,6682.66,402.09,0,4327.01,0,215.68,143.88,0,18.72,461.9,4.69,151.28
2017,MI: Flint,97026,6624.88,369.54,0,4432.26,0,265.28,93.11,0,36.41,422.64,6.03,84.6
1977,MI: Grand Rapids,185580,1960.45,405.82,36.94,12.18,0,168.31,125.89,0,15.52,642.02,109.76,91.02
1978,MI: Grand Rapids,184175,2133.17,413.93,37.82,12.64,0,203.51,120.8,0,9.17,563.27,94.74,108.19
1979,MI: Grand Rapids,182842,1811.15,424.14,38,21.99,0,191.95,143.66,0,10.01,807.8,103.3,33.77
1980,MI: Grand Rapids,182408,1745.39,403.09,40.07,20.16,0,188.56,142.03,0,9.78,395.18,111.96,33.5
1981,MI: Grand Rapids,181843,1685.83,419.83,40.11,20.08,0,182.61,136.96,0,10.01,333.95,157.58,30.55
1982,MI: Grand Rapids,181475,1573.91,418.09,36.73,2.03,0,199.16,137.38,0,0,273.07,88.08,36.25
1983,MI: Grand Rapids,181050,1572.84,436.25,34.57,0,0,190.09,134.26,0,0,208.08,75.33,34.08
1984,MI: Grand Rapids,180678,1621.56,453.04,34.33,0,0,186.11,138.53,0,0,209.14,71.66,40.33
1985,MI: Grand Rapids,181769,1724.39,467.6,29.74,0,0,179.37,140.96,0,0,206.13,72.83,39.38
1986,MI: Grand Rapids,183158,1751.56,496.24,33.58,0,0,192.64,145.75,0,0,285.12,79.42,77.72
1987,MI: Grand Rapids,184273,1678.58,503.61,34.74,0,0,197.87,141.06,0,0,319.9,80.62,100.7
1988,MI: Grand Rapids,185897,1708.07,506.88,39.06,0,0,203.61,145.58,0,0,364.99,110.73,111.68
1989,MI: Grand Rapids,187804,1794.94,513.1,35.77,0,0,191.52,140.96,0,0,372.99,103.4,112.14
1990,MI: Grand Rapids,189196,2021.87,510.09,33.93,0,0,186.31,139.41,0,0,477.18,91.97,116.92
1991,MI: Grand Rapids,190753,1799.56,523.44,32.8,0,0,197.28,137.06,0,0,527,82.69,118.81
1992,MI: Grand Rapids,191358,1981.74,523.68,34.77,0,0,188.29,137.96,0,0,585.69,86.31,157.37
1993,MI: Grand Rapids,192638,1722.13,457.2,36.01,0,0,194.93,128.64,0,0,281.13,62.73,38.26
1994,MI: Grand Rapids,193586,1930.73,530.81,35.35,0,0,195.46,127.97,0,0,369.84,60.53,124.84
1995,MI: Grand Rapids,194754,1919.08,539.67,49.4,0,0,203.26,130.26,0,0,391.35,61.03,142.4
1996,MI: Grand Rapids,195981,1863.14,495.22,53.82,0,0,215.89,127.91,0,0,402.8,63.24,157.13
1997,MI: Grand Rapids,196965,2052.8,551.84,57.33,0,0,237.66,130.21,0,0,416.79,63.81,154.4
1998,MI: Grand Rapids,197383,2416.42,574.12,53.55,0,0,240.58,131.5,0,0,297.34,63.36,38.46
1999,MI: Grand Rapids,197288,2462.78,608.28,50.83,0,0,255.73,136.98,0,0,381.68,64.15,42.53
2000,MI: Grand Rapids,197420,2658.87,669.32,51.55,0,0,265.55,136.56,0,0,358.73,66.28,39.98
2001,MI: Grand Rapids,198162,2241.48,656.69,62.42,0,0,270.97,140.57,0,0,382.16,69.52,28.08
2002,MI: Grand Rapids,197940,2006.43,569.48,159.8,0,0,424.21,169.68,0,0,480.21,112.79,145.92
2003,MI: Grand Rapids,197236,2059.64,554.5,65.1,0,0,282.72,149.53,0,0,522.38,120.16,240.67
2004,MI: Grand Rapids,196200,2443.72,599.28,58.87,0,0,276.73,153.02,0,0,625.07,106.69,236.18
2005,MI: Grand Rapids,194798,2471.37,617.17,58.99,0,0,242.36,147.57,0,0,800.64,105.64,245.36
2006,MI: Grand Rapids,193780,2229.85,655.21,60,0,0,246.57,131.2,0,0,735.99,89.36,214.8
