year,city_name,city_population,rev_total_city,taxes_city,education_services_city,social_services_city,public_welfare_city,police_city,fire_city,correction_city,inspection_city,envir_housing_city,parks_recreation_city,housing_commdevt_city
2003,LA: New Orleans,489722,2977.73,1102.64,21.95,68.75,6.83,286.75,172.61,78.94,0,717.7,44.39,330.37
2004,LA: New Orleans,492187,3472.98,1164.74,19.72,78.78,8.06,284.72,124.46,77.65,0,1084.44,177.42,445.34
2005,LA: New Orleans,493765,3498.54,1210.2,19.81,81.36,7.18,341.93,137.88,189.58,8.85,1097.06,171.85,459.93
2006,LA: New Orleans,494294,3422.38,1051.47,14.92,73.63,5.34,372.57,210.26,156.9,7.11,966.61,160.32,449.77
2007,LA: New Orleans,230172,6545.74,2008.94,12.59,74.48,0,706.79,289.9,291.54,27.46,1440.39,229.28,498.34
2008,LA: New Orleans,268751,6112.87,1794.6,19.44,64.97,0,561.91,294.12,273.44,21.33,1534.53,246.37,668.56
2009,LA: New Orleans,301842,4618.18,1685.87,24.09,69.62,0,518.74,252,242.69,19.31,1814.21,267.17,878.36
2010,LA: New Orleans,327803,5583.04,1452.57,22.29,69.81,6.76,476.97,240.26,222.52,18.57,2066.95,215.14,1134.24
2011,LA: New Orleans,347770,5421.47,1460.16,23.89,111.57,6.66,412.84,277,278.29,15.87,1874.82,209.27,970.56
2012,LA: New Orleans,360686,4747.98,1478.07,78.89,36.36,0,424.97,264.44,389.97,15.89,1856.83,261.25,945.18
2013,LA: New Orleans,369761,4728.49,1367.39,62.79,137.14,0,402.61,263.29,441.76,23.93,1684.93,285.62,813.93
2014,LA: New Orleans,378623,5105.74,1485.14,42.38,238.27,3.29,374.34,254.51,453.38,21.54,1630.16,307.15,792.82
2015,LA: New Orleans,383930,4708.54,1457.84,33.59,257.89,7.9,428.92,246.85,229.23,13.52,1675.43,256.58,860.34
2016,LA: New Orleans,389791,4665.04,1456.55,35.3,165.59,6.98,357.84,269.91,222.69,11.75,1475.48,221.94,705.59
2017,LA: New Orleans,391977,4086.8,1414.42,0,116.48,0,219.58,268.75,0,0,1218.82,211.74,653.96
1977,LA: Shreveport,198048,1276.85,502.71,2.33,0.86,0,166.66,120.36,0,9.52,263.47,68.01,12.81
1978,LA: Shreveport,199326,1287.59,510.23,1.51,0.87,0.38,145.91,117.81,8.62,8.98,279.18,61.07,6.17
1979,LA: Shreveport,201423,1148.77,477.72,1.36,0,0,109.47,93.08,2.1,13.31,134.47,31.03,5.26
1980,LA: Shreveport,203939,1253.9,465.13,0,3.73,0,112.13,111.5,7.72,9.19,299.96,74.99,55.88
1981,LA: Shreveport,206989,1426.38,438.53,14.76,0,0,122.3,127.84,7.67,6.89,560.79,91.35,39.49
1982,LA: Shreveport,208370,1657.95,561.38,14.9,0,0,122.49,112.18,0,6.84,257.86,56.97,86.38
1983,LA: Shreveport,210470,1510.78,550.04,0,0,0,159.24,123.98,0,7.07,242.07,71.55,41.3
1984,LA: Shreveport,211723,1399.91,641.54,13.63,0.07,0,127.74,128.23,0,8.9,259.06,69.48,53.82
1985,LA: Shreveport,211973,1532.86,764.95,0,0.06,0,135.99,131.93,0,10.27,258.14,71.4,38.99
1986,LA: Shreveport,213039,1607.23,773.73,0,0.06,0,145.41,154.69,0,10.61,311.95,125.18,40.83
1987,LA: Shreveport,213559,1614.27,766.43,0,0,0,144.21,141.8,0,10.72,312.73,112.22,52.32
1988,LA: Shreveport,210031,1492.73,725.04,0,0.26,0.2,140.63,143.94,0,10.07,294.52,98.75,29.78
1989,LA: Shreveport,206462,1567,738.99,0,0.06,0,147.51,152.41,0,10.09,331.25,50.25,112.45
1990,LA: Shreveport,202323,1577.33,698.5,0,0,0,143.65,142.48,0,9.86,371.8,48.83,99.52
1991,LA: Shreveport,198148,1745.73,798.42,0,0,0,157.57,152.95,0,14.11,541.23,52.62,114.21
1992,LA: Shreveport,197560,1713.82,825.35,0,0,0,160.73,152.62,0,16.02,411.67,51.34,107.26
1993,LA: Shreveport,199108,1653.36,830.83,0,2.23,0,155.56,149.23,0,17.12,403.79,55.29,113.03
1994,LA: Shreveport,200062,1684.1,839.52,0,2.71,0,162.8,169.96,0,16.88,387.59,56.81,139.17
1995,LA: Shreveport,199794,1830.21,863.51,0,3.25,0.84,171.04,166.38,0,19.81,501.46,109.8,160.93
1996,LA: Shreveport,200280,1852.04,871.74,0,25.33,0.73,176.61,170.31,0,20.25,447.53,64.9,125.1
1997,LA: Shreveport,199741,1965.87,942.07,0,3.2,0.79,193.02,175.14,0,19.03,483.9,61.99,164.19
1998,LA: Shreveport,199714,2008.68,940,0,3.48,1.45,205.8,214.28,0,18.66,378.94,67.81,135.17
1999,LA: Shreveport,199657,2035.96,956.85,0,4.93,2.88,213.9,204.47,0,17.89,452.74,104.16,137.6
2000,LA: Shreveport,199860,1909.22,956.99,0,2.93,2.93,240.83,197.13,0,19.12,525.45,167.72,151.65
2001,LA: Shreveport,199822,2003.21,970.51,0,4.68,4.68,162.65,207.84,0,13.67,535.44,196.25,159.5
2002,LA: Shreveport,198517,2058.34,1050.13,0,0,0,232.54,217.51,0,15.24,512.38,88.53,199.62
2003,LA: Shreveport,197301,2036.58,1028.4,0,0,0,246.93,231.68,0,14.05,533.19,87.49,208.85
2004,LA: Shreveport,196597,2184.32,1056.69,0,0,0,259.84,236.89,0,15.18,547.27,82.08,200.32
2005,LA: Shreveport,196881,2159.77,1059.96,0,0,0,271.41,247.98,0,15.18,571.53,81.41,193.68
2006,LA: Shreveport,196858,2210.44,1074.79,0,0,0,271,272.94,0,17.06,516.66,88.79,173.95
2007,LA: Shreveport,198968,2257.33,1136.87,0,0,0,296.93,255.19,0,15.85,528.55,135.08,186.95
2008,LA: Shreveport,197834,2252.65,1092.88,0,0,0,279.11,259.01,0,23.01,478.81,91.5,158.91
2009,LA: Shreveport,197616,1879.05,1132.66,0,0,0,288.3,264.34,0,22.44,513.47,162.42,114.01
2010,LA: Shreveport,198247,2341.4,1098.08,0,0,0,276.05,255.88,0,26.49,569.91,144.88,156.83
2011,LA: Shreveport,200869,2313.56,1112.55,0,0,0,297.46,257,0,24.72,523.85,143.9,133.92
2012,LA: Shreveport,201746,2259.54,1108.79,0,0,0,303.24,264.1,0,24.19,535.17,164.75,127.57
2013,LA: Shreveport,201790,2129.41,1049.44,0,3.66,0,308.2,275.46,0,26.86,516.75,166.37,144
2014,LA: Shreveport,199923,1999.66,1042.3,0,0,0,280.75,265.37,0,25.28,458.83,162.08,72.99
2015,LA: Shreveport,197740,1885.79,1094.6,0,0,0,296.19,279.63,0,26.64,470.03,169.43,76.08
2016,LA: Shreveport,196508,2212.76,1218.65,85.13,0,0,298.57,279.77,0,28.31,562.04,167.37,112.54
2017,LA: Shreveport,194222,2407.71,1234.9,87.95,0,0,312.92,293.02,0,29.62,583.54,175.09,117.16
1977,MA: Boston,612545,5471.2,2887.99,1822.76,543,27.05,439.6,265.07,73.99,39,441.7,107.35,208.31
1978,MA: Boston,601360,5318.06,2690.56,1552.75,568.88,24.18,447.55,301.42,74.6,37.82,440.77,117.72,202.37
1979,MA: Boston,572673,5867.62,2581.98,1573.92,579.97,28.32,451.65,309.07,70.5,36.31,539.76,113.66,285.39
1980,MA: Boston,565949,5219.72,2312.17,1424.73,475.72,19.17,398.96,282.67,45.29,30.3,506.81,100.86,244.02
1981,MA: Boston,562994,5095.59,2374.72,1356.93,457.91,21.45,340.21,261.56,43.05,29.18,459.91,82.15,247.04
1982,MA: Boston,568158,4615.65,1851.99,1102.61,439.12,21.97,248.8,200.79,37.29,22.78,300.28,26.22,155.81
1983,MA: Boston,569412,4654.21,1534.24,1102.88,458.73,23.93,285.87,220.93,44.61,27.2,358.5,35.17,188.58
1984,MA: Boston,580387,4505.82,1431.14,1124.25,449.24,9.99,315.9,219.19,47.57,27.38,479.51,36.26,282.73
1985,MA: Boston,583189,4602.16,1455.28,1171.28,441.51,9.06,314.35,240.99,47.93,24.46,454.88,46.3,267.87
1986,MA: Boston,589313,5008.2,1700.75,1219.05,471.33,9.06,330.83,231.96,54.38,24.26,347.85,29.7,215.67
1987,MA: Boston,591202,5312.36,1748.78,1311.47,490.91,9.38,384.22,244.96,64.96,30.87,493.27,40.2,249.32
1988,MA: Boston,588404,5264.85,1809.41,1471.21,570.2,8.11,434.28,274.35,69.86,36.84,533.12,107.63,205.6
1989,MA: Boston,585646,5672.43,1859.16,1576.74,649.88,8.19,457.34,273.22,76.64,52.43,595.5,102.15,260.91
1990,MA: Boston,582576,5804.59,1853.53,1571.96,645.58,8.59,505.95,282.16,104.78,38.31,525.43,78,175.51
1991,MA: Boston,573394,5853.57,1915.41,1605.69,732.95,8.31,436.86,271.52,112.02,34.43,431.29,67.36,132.08
1992,MA: Boston,565728,5646.15,1980.68,1564.93,739.29,7.58,423.79,266.48,130.37,29.77,413.56,72.35,138.68
1993,MA: Boston,560711,5702.67,2102.25,1490.43,680.48,15.75,414.44,265.55,145.92,27.43,396.93,56.32,157.96
1994,MA: Boston,563806,6003.63,2057.09,1492.74,676.38,15.26,431.5,250.91,154.53,28.25,424.55,32.69,176
1995,MA: Boston,566425,6033.18,2060.17,1499.04,687.88,25.18,464.99,284.66,156.75,26.63,427.85,49.72,204.46
1996,MA: Boston,577652,6204.17,2085.33,1585.1,745.47,27.43,519.57,260.19,190.15,26.5,397.46,58.35,173.49
1997,MA: Boston,579063,5922.85,2115.87,1596.63,288.47,31.19,546.87,272.81,204.09,27.02,444.75,75.04,189.65
1998,MA: Boston,582394,5868.43,2156.96,1779.77,235.42,33.06,526.06,292.86,201.75,28.26,491.6,73.14,229.29
1999,MA: Boston,585142,6498.71,2220.6,1857.99,193.62,25.81,577.7,309.95,191.01,30.1,643.05,189.54,256.31
2000,MA: Boston,589103,6548.37,2263.02,1931.99,169.99,6.38,566.24,291.6,206.92,28.88,668.18,53.96,431.44
2001,MA: Boston,591844,6455.23,2331.67,1973.68,179.29,6.99,588.11,281.98,195.15,32,492.2,63.65,247.02
2002,MA: Boston,598208,6334.57,2390.38,1954.76,432.23,8.15,586.29,311.63,248.93,31.79,477.66,60.12,234.79
2003,MA: Boston,599301,5979.51,2488.81,2000.85,419.83,8.52,553.65,323.52,235.02,32.72,522.56,70.49,223.66
2004,MA: Boston,595864,6681.68,2600.86,1927.98,394.42,8.01,538.88,299.59,222.22,29.35,630.69,80.3,292.45
2005,MA: Boston,591166,7224.47,2686.83,1928.28,385.52,8.27,563.9,326.73,216.2,29.96,471.53,62.84,164.13
2006,MA: Boston,587260,7499.57,2759.88,2039.73,389.01,9.16,577.35,332.15,220.02,30.11,619.93,71.12,170.78
2007,MA: Boston,587816,7613.76,2612.95,2035.45,350.11,9.83,611.45,325.64,229.71,30.46,563.96,79.31,176.78
2008,MA: Boston,593136,7340.27,2831.74,2079.9,392.89,9.66,614.21,318.37,232.6,30.37,571.37,91.51,183.73
2009,MA: Boston,600685,4412.13,2938.91,2055.63,379.25,9.9,605.09,314.33,246.51,31.03,475.54,81.9,155.72
2010,MA: Boston,612669,7605.77,2950.14,2005.94,372.37,9.87,563.32,280.51,126.67,29.46,535.21,91.83,217.21
2011,MA: Boston,621074,6964.67,2995.13,1886.97,480.78,9,542.33,313.72,0,28.12,440.73,95.37,155.48
2012,MA: Boston,630480,7158.39,3085.69,1935.84,476.88,8.55,534.7,315.52,0,27.91,482.69,112.28,175.84
2013,MA: Boston,643003,6796.85,3123.45,1833.23,434.14,8.05,525.36,308.6,0,27.97,477.95,122.1,155.85
2014,MA: Boston,653103,7118.76,3242.79,1994.7,404.03,7.21,555.5,296.59,0,28.21,477.12,109.95,158.81
2015,MA: Boston,663017,6572.35,3350.55,2079.91,434.2,6.86,542.14,362.35,0,26.9,453.78,129.69,125.87
2016,MA: Boston,670791,6326.85,3603.31,2074.04,437.94,5.95,570.56,328.51,0,28.51,472.57,127.12,142.2
2017,MA: Boston,680470,6903.02,3475.6,2116.15,422.48,4.87,551.83,323.23,0,28.83,471.48,137.9,146.95
1977,MA: Springfield,158323,3059.59,1431.09,1555.97,189.08,19.26,150.05,131.96,0,10.22,287.32,64.13,19.95
1978,MA: Springfield,157097,3303.48,1624.54,1338.44,208.99,19.07,176.76,184.6,0,16.34,239.62,79.5,62.7
1979,MA: Springfield,154594,3211.88,1367.83,1428.52,214.47,17.14,194.37,186.29,0,16.42,208.16,82.29,44.75
1980,MA: Springfield,153279,2693.95,1235.48,1298.5,209.5,19.66,210.05,227.46,0,15.16,176.05,91.31,29.11
1981,MA: Springfield,152319,2875.18,1116.09,1277.86,158,7.82,188.95,166.66,0,15.07,391.12,77.28,179.9
1982,MA: Springfield,152974,2592.57,842.36,1156.01,174.35,13.15,186.09,162.96,0,14.08,286.28,78.71,86.61
1983,MA: Springfield,151598,2560.27,825.89,1182.83,176.85,12.47,198.36,165.23,0,14.48,244.97,85.98,41.8
1984,MA: Springfield,151413,2555.89,792.24,1245.99,182.42,11.76,201.01,155.38,0,14.55,227.77,77.1,11.44
1985,MA: Springfield,151798,2602.34,831.15,1208.64,189.29,9.24,203,161.93,0,6.03,205.46,72.94,0
1986,MA: Springfield,151912,3222.14,796.3,1445.16,224.15,10.88,211.96,172.43,0,6.24,390.88,93.27,140.17
1987,MA: Springfield,152182,3621.5,830.07,1496.75,235.61,9.77,204.27,165.95,0,6.11,421.08,101.63,148.61
1988,MA: Springfield,153993,3653.97,827.28,1397.88,239.91,9.98,250.48,187.41,0,1.25,367.61,84.57,110.25
1989,MA: Springfield,155795,3686.74,865.95,1385.41,231.07,7.83,250.82,188.45,0,9.44,325.51,81.47,51.15
1990,MA: Springfield,156865,3473.65,848.56,1649.51,215.57,13.57,214.43,167.56,0,7.03,260.78,37.43,58.46
1991,MA: Springfield,157145,3437.15,913.05,1176.83,195.37,6.65,214.67,177.87,0,6.96,282.83,45.67,50.35
1992,MA: Springfield,157043,3498.06,910.02,1175.29,192.85,6.64,207.57,166.18,0,9.98,386.85,47.98,48.66
1993,MA: Springfield,156371,3728.4,965.05,1275.06,206.71,6.52,209.77,164.16,0,9.94,383.37,51.68,56.97
1994,MA: Springfield,155965,3855.27,1000.34,1725.51,218.32,6.61,229.32,170.67,0,9.62,445.39,57.08,85.52
1995,MA: Springfield,155210,3516.19,1043.85,1752.24,202.2,6.17,229.18,161.94,0,9.93,403.44,49.74,102.5
1996,MA: Springfield,154149,4462.17,1004.36,1642.76,189.74,5.55,239.35,174.82,0,10.51,590.06,53.83,127.9
1997,MA: Springfield,153197,4597.43,1011.92,2426.73,128.08,6.46,254.07,172.6,0,10.58,513.94,53.53,135.27
1998,MA: Springfield,152842,3987.72,1002.61,2555.65,20.76,6.6,279.81,183.44,0,11.05,480.8,47.75,166.2
1999,MA: Springfield,152564,4508.19,1041.34,2571.04,17.94,5.98,303.62,188.51,0,10.91,404.54,46.56,103.69
2000,MA: Springfield,152328,4762.06,1042.13,2666.19,19.92,6.6,315.03,189.69,0,12.27,424.6,59.89,110.91
2001,MA: Springfield,152047,4701.85,1034.75,3082.7,20.23,6.12,331.71,191.17,0,20.75,331.55,51.74,80.67
2002,MA: Springfield,151894,5077.24,1058.53,2944.41,21.74,6.38,356.43,198.15,0,20.2,343.8,56.23,73.49
2003,MA: Springfield,152510,4967.87,1091.75,2720.96,18.71,5.52,323.95,172.99,0,17.45,376.8,43.02,133.99
2004,MA: Springfield,153012,5221.97,1157.81,2670.74,14.92,5,259.4,139.03,0,17.44,335.24,33.79,112.08
2005,MA: Springfield,152936,5227.82,1140.14,2658.42,14.19,5.42,259.68,136.12,0,22.92,314.68,33.08,94.31
2006,MA: Springfield,152925,5206.21,1137.62,2604.24,14.36,5.53,244.68,127.45,0,26.66,321.11,46.47,61.84
2007,MA: Springfield,152911,4521.45,1143.15,2797.18,16.06,6.38,274.65,144.47,0,26.67,191.95,66.82,43.88
2008,MA: Springfield,152799,4483.36,1136.95,2839.09,18.96,9.71,280.9,144.22,0,23.1,199.71,67.53,53.07
2009,MA: Springfield,152857,4241.31,1337.89,3121.51,19.02,9.74,275.39,145.28,0,23.7,191.28,74.5,42.25
2010,MA: Springfield,152934,4484.02,1342.03,2970.17,22.62,12.25,268.81,133.01,0,20.93,190.17,86.76,50.81
2011,MA: Springfield,153613,4820.63,1262.13,3350.3,27.96,17.62,266.99,133.27,0,20.61,198.91,88.87,52.62
2012,MA: Springfield,153882,5247.7,1272.46,3206.27,29.83,20.57,265.74,130.95,0,21.22,164.76,56.56,43.96
2013,MA: Springfield,154056,5328.57,1237.79,3341.37,32.76,23.93,253.4,128.68,0,20.52,177.16,67.95,40.32
2014,MA: Springfield,154186,5145.9,1259.38,3277.37,30.29,21.7,259.78,126.79,0,21.94,188.21,58.13,67.15
2015,MA: Springfield,154513,5117.45,1274.32,3271.7,28.61,20.35,272.76,135.08,0,22.46,200.12,61.32,73.12
2016,MA: Springfield,154740,4834.81,1296.65,2944.79,25.94,16.31,277.65,132.02,0,22.86,187.03,66.09,54.89
2017,MA: Springfield,154278,4998.65,1367.26,2938.35,21.12,12.54,286.55,132.72,0,23.04,175.22,57.16,53.91
1977,MA: Worcester,167187,3632.65,1782.82,1519.76,522.97,54.63,169.53,172.99,0,0.63,164.47,39.61,53.42
1978,MA: Worcester,165803,3899.98,1646.47,1446.3,659.08,195.16,224.84,176.93,0,26.42,156,42.15,34.78
1979,MA: Worcester,165691,3763.72,1572.2,1327.71,472.97,97.97,202.71,177.73,0,19.38,362.45,119.82,169.13
1980,MA: Worcester,164255,3495.71,1430,1303.78,511.62,107.88,219.65,174.6,0,15.79,230.86,83.16,38.1
1981,MA: Worcester,161799,3417.17,1400.22,1216.22,515.27,85.8,198.03,171.83,0,19.08,347.18,172.7,38.37
1982,MA: Worcester,161506,3346.84,1117.29,1093.81,506.55,88.47,176.57,158.3,0,18.48,466.81,180,111.81
1983,MA: Worcester,160926,3296.09,947.6,1066.35,506.84,82.31,185.69,170.98,0,14.48,478.18,132.99,88.01
1984,MA: Worcester,159890,3293.37,960.94,1050.46,521.52,85.58,187.89,173.56,0,16.54,306.73,71.65,56.93
1985,MA: Worcester,160996,3466.07,966.32,1111.96,519.86,68.49,175.42,176.53,0,15.01,307.12,66.26,79.1
1986,MA: Worcester,162010,3491.6,1033.8,1259.75,574.12,87.43,184.57,181.1,0,14.95,329.26,99.9,91.91
1987,MA: Worcester,163041,3610.89,989.51,1341.17,587.69,82.26,184.49,179.86,0,15.79,296.78,89.28,59.08
1988,MA: Worcester,164817,3633.77,1015.64,1296.71,610.1,90.77,215.99,211.77,0,13.02,248.98,62.25,64.82
1989,MA: Worcester,167162,3665.46,1056.57,1257.93,634.13,91.48,217.09,204.71,0,15.3,242.72,103.95,44.93
1990,MA: Worcester,169554,3445.65,1008.32,1293.21,576.79,82.04,209.01,199.04,0,17.79,178.9,37.61,47.16
1991,MA: Worcester,169949,2925.6,1003.85,1327.87,190.61,78.37,202.77,186.08,0,9.91,177.82,29.99,42.43
1992,MA: Worcester,168768,2826.57,1092.52,1319.75,109.45,71.4,191.82,170.78,0,9.83,184.86,22.04,40.69
1993,MA: Worcester,168587,3006.36,1160.16,1237.73,101.69,66.73,189.36,202.2,0,9.66,190.36,20.72,38.96
1994,MA: Worcester,169297,2900.27,1130.89,1395.95,252.86,66.39,210.87,174.97,0,10.32,222.86,18.6,60.91
1995,MA: Worcester,170031,3283.13,1194.65,1465.03,74.95,41,236.31,194.12,0,0,216.92,23.32,64.93
1996,MA: Worcester,169701,3325.37,1144.5,1333.53,37.71,2.92,251.32,198.87,0,0,216.72,32.8,47.23
1997,MA: Worcester,170339,3787.67,1154.41,1701.16,38.84,3.35,219.91,198.64,0,0,220.75,37.18,39.55
1998,MA: Worcester,170674,4021.85,1187.87,1865.79,41.78,2.83,252.21,198.05,0,0,378.25,65.35,162.18
1999,MA: Worcester,171353,4016.33,1207.54,2160.76,39.25,3.92,281.99,252.25,0,0,246.14,39.8,46.1
2000,MA: Worcester,172309,4026.92,1208.32,2140.86,41.07,4.09,286.26,219.41,0,0,218.57,41.45,40.26
2001,MA: Worcester,172998,4269.09,1180.45,2052.41,36.16,4.21,219.58,215.04,0,0,240.71,36.63,66.81
2002,MA: Worcester,174535,4150.71,1236.6,2249.34,40.24,4.49,248.28,238.03,0,0,255.61,44.94,58.63
2003,MA: Worcester,175938,4073.5,1278.44,2089.29,30.23,3.88,236.79,222.42,0,0,239.91,30.68,70.15
2004,MA: Worcester,177114,4263.75,1281.19,2043.82,27.63,3.99,225.15,212.18,0,0,226.69,26.2,59.7
2005,MA: Worcester,177721,4249.42,1322.83,2343.03,27.51,4.34,240.09,205.39,0,11.98,277.06,23.05,65.72
2006,MA: Worcester,178242,4252.87,1321.53,1911.76,20.21,0,246.48,215.16,0,9.93,277.66,26.11,48.09
2007,MA: Worcester,178990,4669.34,1302.9,2169.34,20.76,0,256.95,210.32,0,10.07,310.12,27.37,56.7
2008,MA: Worcester,179409,4601.99,1334.36,2111.94,19.43,0,254.54,216.84,0,27.26,298.69,25.99,69.75
2009,MA: Worcester,179696,2820.57,1382.9,2184.42,19.47,0,256.35,212.94,0,37.18,307.94,33.18,60.22
2010,MA: Worcester,180539,4887.12,1398.33,1994.11,0.15,0,242.27,206.46,0,28.77,325.75,27.75,68.57
2011,MA: Worcester,181878,4880.84,1428.04,1969.51,0.79,0,232.67,190.07,0,26.21,322.8,28.46,74.67
2012,MA: Worcester,182489,4203.02,1464.52,2240.65,0.91,0,240.78,188.21,0,26.24,336.75,29.74,60.14
2013,MA: Worcester,182694,4801.54,1480.1,2222.23,1.91,0,243.3,189.72,0,30.13,298.72,27.66,33.67
2014,MA: Worcester,183458,4828.25,1529.14,2210.16,1.87,0,249.27,186.16,0,30.44,310.62,28.51,35.45
2015,MA: Worcester,184698,4453.77,1574.31,2163.65,26.37,11.86,247.79,191.26,0,18.66,358.96,30.62,40.09
2016,MA: Worcester,184910,4350.28,1651.98,2248.89,26.31,11.1,265.18,186.76,0,20.34,368.83,42.24,45.89
2017,MA: Worcester,185139,4658.56,1660.87,2289.82,29.52,12.42,257.73,211.25,0,19.86,338.57,33.74,44.88
1977,MD: Baltimore,837600,5523.52,1396.45,1500.31,1092.3,771.71,356.17,191.75,50.78,13.57,669.95,150.59,211.53
1978,MD: Baltimore,829800,5116.6,1409.78,1498.33,361.99,12.77,346.83,167.34,52.24,17.53,622.13,162.88,171.65
1979,MD: Baltimore,815800,4300.15,1265.69,1275.57,321.02,14.35,313.86,155.48,53.7,18.15,416.41,152.2,87.47
1980,MD: Baltimore,807800,4279.28,1228.01,1193.76,319.81,14.86,296.22,147.47,54.8,14.3,499.44,137.17,152.89
1981,MD: Baltimore,786741,4795.46,1191.9,1178.75,322.51,4.01,279.53,141.91,55.79,12.23,484.93,125.72,55.91
1982,MD: Baltimore,782919,4589.32,1187.01,1146.98,348.94,14.9,291.29,158.01,55.17,12.99,554.29,122.52,195.6
1983,MD: Baltimore,775792,4812.39,1241.32,1132.87,375.6,2.26,304.89,171.13,53.78,12.51,457.09,130.16,88.9
1984,MD: Baltimore,770430,4418.42,1280.17,1182.86,367.86,2.22,317.88,169.98,53.39,12.3,525.49,113.17,75.15
1985,MD: Baltimore,767536,4288,1358.89,1112.57,119.32,1.55,333.83,171.21,58.25,11.44,522.87,128.54,89.61
1986,MD: Baltimore,761601,4709.21,1461.78,1147.12,118.1,1.44,367.6,177.82,60.55,11.48,704.46,167.67,125.6
1987,MD: Baltimore,761416,4934.23,1497.17,1151.97,119.45,1.42,381.43,188.14,67.18,10.98,642.61,148.75,133.66
1988,MD: Baltimore,751327,4731.02,1608.79,1219.57,120.11,1.52,380.23,189.64,97.21,10.84,596.65,159.13,137.63
1989,MD: Baltimore,748284,4560.25,1590.62,1266.6,137.01,1.46,360.65,185.52,110.68,13.93,563.66,145.96,88.49
1990,MD: Baltimore,740697,4617.17,1621.5,1283.88,135.65,4.23,359.48,193.71,95.39,10.56,595.23,127.27,163.75
1991,MD: Baltimore,735632,4628.73,1624.11,1332.05,140.97,4.34,373.05,199.09,102.73,9.56,554.77,134.71,141.34
1992,MD: Baltimore,735835,4536.89,1577.47,1306.69,141.43,4.34,365.4,198.57,11.68,8.4,624.95,116.18,149.79
1993,MD: Baltimore,731227,4521.59,1585.71,1346.52,148.23,4.09,359.3,179.19,0.49,8.17,567.03,119.03,130.22
1994,MD: Baltimore,723802,4769.78,1593.54,1405.16,154.13,1,383.23,194.22,0,7.72,615.41,126.07,173.82
1995,MD: Baltimore,713248,4800.19,1527.73,1422.78,176.71,1.76,425.1,207.42,0.03,8.12,715.13,151.78,183.87
1996,MD: Baltimore,701685,5207.96,1499.63,1531.1,169.47,2.26,450.53,214.14,0,7.85,726.86,183.68,226.31
1997,MD: Baltimore,688542,5567.29,1548.58,1611.05,185.07,2.02,453.77,224.55,0,6.8,582.38,120.59,143.36
1998,MD: Baltimore,677342,5722.9,1561.26,1613.78,181.44,4.12,463.9,233.2,0,8.94,619.84,122.59,151.02
1999,MD: Baltimore,667479,5815.91,1620.97,1751.57,177.15,4.04,476.9,249.12,0,10.85,677.72,98.75,232.08
2000,MD: Baltimore,657441,5135.11,1611.7,1841.66,150.65,7.55,482.49,233.14,0,13.96,578.59,94.24,150.14
2001,MD: Baltimore,651154,5317.81,1668.75,1965.8,146.31,13.08,489.8,212.22,0,10.1,518.72,99.34,76
2002,MD: Baltimore,640733,4893.34,1714.41,2099.99,151.4,14.85,543.05,214.72,0,8.97,475.25,128.65,93.32
2003,MD: Baltimore,634115,5566.75,1729.01,2150.25,154.75,17.31,543.59,216.59,0,8.43,554.35,205.55,91.05
2004,MD: Baltimore,629033,6172.98,1765.47,1979.39,378.86,5.04,667.96,255.63,0,4.5,793.41,148.33,228.17
2005,MD: Baltimore,624222,6253.27,1881.84,1790.55,246.13,4.92,672.57,247.21,0,4.78,766.47,136.83,216.29
2006,MD: Baltimore,621560,6458.76,2000.88,1961.61,247.9,4.85,679.78,262.08,0,6.02,1353.32,764.07,167.28
2007,MD: Baltimore,621109,7142.63,2038.88,2216.43,202.36,3.85,673.81,291.8,0,6.82,796.78,188.57,188.79
2008,MD: Baltimore,620306,5719.79,2033.8,2366.5,247.64,8.26,712.79,287.76,0,8.81,717.01,113.84,168.56
2009,MD: Baltimore,620184,5246.84,2094.98,2323.73,238.89,21.73,716.55,259.79,0,9.07,706.28,120.14,151.52
2010,MD: Baltimore,620509,6715.1,2080.35,2221.14,302.14,0.72,609.29,251.99,0,9.01,722.04,104.81,233.14
2011,MD: Baltimore,621005,7201.08,2145.09,2337.88,234.08,0,627.35,261.4,0,15.14,656.85,84.33,179.14
2012,MD: Baltimore,620442,6297.73,2131.66,2338.57,207.13,0,639.33,264.76,0,12.23,650.18,100.99,134.28
2013,MD: Baltimore,622973,6278.2,2098.86,2216.63,227.36,0,691.97,324.01,0,14.04,656.52,136.67,54.99
2014,MD: Baltimore,622497,6969.42,2131.02,2249.9,210.55,0,682.42,358.9,0,40.83,644.35,88.2,155
2015,MD: Baltimore,623165,5954.8,2155.07,2258.7,211.89,0,792.38,320.67,0,27.26,1156.18,97.82,125.57
2016,MD: Baltimore,622150,5776.18,2488.7,2103.47,193.34,0,809.59,332.45,0,28.81,1124.58,60.9,97.26
2017,MD: Baltimore,615849,6703.97,2416.57,2225.8,189.31,0,806.64,361.31,0,28.88,970.35,60.31,86.43
1977,MD: Frederick,25763,1056.32,505.39,2.36,5.34,3.61,144.91,60.29,0,2.67,159.36,63.59,0
1978,MD: Frederick,26471,1099.97,513.84,2.13,5.54,2.27,168.44,139.47,0,2.7,181.93,86.78,1.7
1979,MD: Frederick,27077,1040.44,486.55,1.87,8.73,0,147.39,71.2,0,2.37,209.36,64.96,0
